OBJECTID,lat,long,dailyave,date,site,name,dateorig
1041,39.082400000000000,-96.560299999999998,0.057034381000000,/200-1-/1T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),11/15/2008 0:00:00
1043,34.137700000000002,-101.478700000000000,0.144785464000000,/200-1-/1T00:00:00.000Z,US-LGr,Lockney Grassland,11/15/2008 0:00:00
1044,34.960400000000000,-97.978899999999996,0.023651220000000,/200-1-/1T00:00:00.000Z,US-LWW,Little Washita Watershed,11/15/2008 0:00:00
1045,39.877099999999999,-105.169000000000000,0.073171109000000,/200-1-/1T00:00:00.000Z,US-RFE,RockyFlats - East site,11/15/2008 0:00:00
1046,39.875100000000003,-105.218400000000000,0.073171109000000,/200-1-/1T00:00:00.000Z,US-RFW,RockyFlats - West site,11/15/2008 0:00:00
1048,33.736400000000003,-117.694700000000000,0.061935920000000,/200-1-/1T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,11/15/2008 0:00:00
1049,42.069299999999998,-101.407200000000000,0.048630849000000,/200-1-/1T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,11/15/2008 0:00:00
1050,34.362299999999998,-106.701899999999990,0.018479796000000,/200-1-/1T00:00:00.000Z,US-Seg,Sevilleta grassland,11/15/2008 0:00:00
1051,36.933300000000003,-96.683300000000003,0.098382547000000,/200-1-/1T00:00:00.000Z,US-Shd,Shidler- Oklahoma,11/15/2008 0:00:00
1052,38.037300000000002,-121.753699999999990,0.177800819000000,/200-1-/1T00:00:00.000Z,US-Snd,Sherman Island,11/15/2008 0:00:00
1053,38.036900000000003,-121.754700000000000,0.177800819000000,/200-1-/1T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,11/15/2008 0:00:00
1054,31.789400000000001,-110.827699999999990,0.083562143000000,/200-1-/1T00:00:00.000Z,US-SRG,Santa Rita Grassland,11/15/2008 0:00:00
1055,31.821400000000001,-110.866100000000000,0.083562143000000,/200-1-/1T00:00:00.000Z,US-SRM,Santa Rita Mesquite,11/15/2008 0:00:00
1056,38.431600000000003,-120.965999999999990,0.127161577000000,/200-1-/1T00:00:00.000Z,US-Ton,Tonzi Ranch,11/15/2008 0:00:00
1057,38.413300000000000,-120.950700000000000,0.127161577000000,/200-1-/1T00:00:00.000Z,US-Var,Vaira Ranch- Ione,11/15/2008 0:00:00
1058,31.736499999999999,-109.941900000000000,0.096534051000000,/200-1-/1T00:00:00.000Z,US-Wkg,Walnut Gulch Kendall Grasslands,11/15/2008 0:00:00
1059,37.520800000000001,-96.855000000000004,0.051379912000000,/200-1-/1T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),11/15/2008 0:00:00
1061,36.819299999999998,-97.819800000000001,0.118062869000000,/200-1-/1T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,12/15/2008 0:00:00
1062,36.426699999999997,-99.420000000000002,0.130846754000000,/200-1-/1T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,12/15/2008 0:00:00
1063,36.635800000000003,-99.597499999999997,0.069778346000000,/200-1-/1T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,12/15/2008 0:00:00
1064,35.549700000000001,-98.040199999999999,0.160152599000000,/200-1-/1T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,12/15/2008 0:00:00
1065,35.546500000000002,-98.040000000000006,0.160152599000000,/200-1-/1T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,12/15/2008 0:00:00
1066,31.590699999999998,-110.510400000000000,0.025947232000000,/200-1-/1T00:00:00.000Z,US-Aud,Audubon Research Ranch,12/15/2008 0:00:00
1068,39.063299999999998,-79.420800000000000,0.003083998000000,/200-1-/1T00:00:00.000Z,US-CaV,Canaan Valley,12/15/2008 0:00:00
1069,38.090000000000003,-109.390000000000000,0.062863886000000,/200-1-/1T00:00:00.000Z,US-Cop,Corral Pocket,12/15/2008 0:00:00
1071,43.950000000000003,-101.846600000000000,0.078865044000000,/200-1-/1T00:00:00.000Z,US-Ctn,Cottonwood,12/15/2008 0:00:00
1072,37.677300000000002,-121.529600000000000,0.063267693000000,/200-1-/1T00:00:00.000Z,US-Dia,Diablo,12/15/2008 0:00:00
1073,35.971200000000003,-79.093400000000003,0.096286699000000,/200-1-/1T00:00:00.000Z,US-Dk1,Duke Forest-open field,12/15/2008 0:00:00
1074,29.930000000000000,-98.010000000000005,0.054395590000000,/200-1-/1T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,12/15/2008 0:00:00
1075,29.949500000000000,-97.996200000000002,0.155677214000000,/200-1-/1T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,12/15/2008 0:00:00
1076,35.445399999999999,-111.771800000000000,0.141073480000000,/200-1-/1T00:00:00.000Z,US-Fwf,Flagstaff - Wildfire,12/15/2008 0:00:00
1077,34.254700000000000,-89.873500000000007,0.129806176000000,/200-1-/1T00:00:00.000Z,US-Goo,Goodwin Creek,12/15/2008 0:00:00
1078,41.840600000000002,-88.241000000000000,0.133189142000000,/200-1-/1T00:00:00.000Z,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),12/15/2008 0:00:00
1079,39.074500000000000,-96.595100000000002,0.045812041000000,/200-1-/1T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),12/15/2008 0:00:00
1080,39.056100000000001,-95.190700000000007,0.067560494000000,/200-1-/1T00:00:00.000Z,US-KFS,Kansas Field Station,12/15/2008 0:00:00
1081,38.774500000000003,-97.568399999999997,0.116646484000000,/200-1-/1T00:00:00.000Z,US-KLS,Kansas Land Institute,12/15/2008 0:00:00
1082,39.082400000000000,-96.560299999999998,0.045812041000000,/200-1-/1T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),12/15/2008 0:00:00
1083,34.137700000000002,-101.478700000000000,0.105734140000000,/200-1-/1T00:00:00.000Z,US-LGr,Lockney Grassland,12/15/2008 0:00:00
1084,34.960400000000000,-97.978899999999996,0.048389874000000,/200-1-/1T00:00:00.000Z,US-LWW,Little Washita Watershed,12/15/2008 0:00:00
1085,39.877099999999999,-105.169000000000000,0.111240067000000,/200-1-/1T00:00:00.000Z,US-RFE,RockyFlats - East site,12/15/2008 0:00:00
1086,39.875100000000003,-105.218400000000000,0.111240067000000,/200-1-/1T00:00:00.000Z,US-RFW,RockyFlats - West site,12/15/2008 0:00:00
1087,33.736400000000003,-117.694700000000000,0.096946217000000,/200-1-/1T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,12/15/2008 0:00:00
1089,34.362299999999998,-106.701899999999990,0.070995584000000,/200-1-/1T00:00:00.000Z,US-Seg,Sevilleta grassland,12/15/2008 0:00:00
1090,36.933300000000003,-96.683300000000003,0.006867773000000,/200-1-/1T00:00:00.000Z,US-Shd,Shidler- Oklahoma,12/15/2008 0:00:00
1091,38.037300000000002,-121.753699999999990,0.125364274000000,/200-1-/1T00:00:00.000Z,US-Snd,Sherman Island,12/15/2008 0:00:00
1092,38.036900000000003,-121.754700000000000,0.125364274000000,/200-1-/1T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,12/15/2008 0:00:00
1093,31.789400000000001,-110.827699999999990,0.025947232000000,/200-1-/1T00:00:00.000Z,US-SRG,Santa Rita Grassland,12/15/2008 0:00:00
1094,31.821400000000001,-110.866100000000000,0.025947232000000,/200-1-/1T00:00:00.000Z,US-SRM,Santa Rita Mesquite,12/15/2008 0:00:00
1095,38.431600000000003,-120.965999999999990,0.102957323000000,/200-1-/1T00:00:00.000Z,US-Ton,Tonzi Ranch,12/15/2008 0:00:00
1096,38.413300000000000,-120.950700000000000,0.102957323000000,/200-1-/1T00:00:00.000Z,US-Var,Vaira Ranch- Ione,12/15/2008 0:00:00
1097,31.736499999999999,-109.941900000000000,0.012666859000000,/200-1-/1T00:00:00.000Z,US-Wkg,Walnut Gulch Kendall Grasslands,12/15/2008 0:00:00
1098,37.520800000000001,-96.855000000000004,0.105290547000000,/200-1-/1T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),12/15/2008 0:00:00
1099,36.819299999999998,-97.819800000000001,0.127973422000000,2009-1-15T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,1/15/2009 0:00:00
1101,36.635800000000003,-99.597499999999997,0.018073520000000,2009-1-15T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,1/15/2009 0:00:00
1102,35.549700000000001,-98.040199999999999,0.065459378000000,2009-1-15T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,1/15/2009 0:00:00
1103,35.546500000000002,-98.040000000000006,0.065459378000000,2009-1-15T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,1/15/2009 0:00:00
1104,31.590699999999998,-110.510400000000000,0.043241557000000,2009-1-15T00:00:00.000Z,US-Aud,Audubon Research Ranch,1/15/2009 0:00:00
1106,39.063299999999998,-79.420800000000000,0.103376053000000,2009-1-15T00:00:00.000Z,US-CaV,Canaan Valley,1/15/2009 0:00:00
1107,38.090000000000003,-109.390000000000000,0.006784779000000,2009-1-15T00:00:00.000Z,US-Cop,Corral Pocket,1/15/2009 0:00:00
1109,43.950000000000003,-101.846600000000000,0.100373015000000,2009-1-15T00:00:00.000Z,US-Ctn,Cottonwood,1/15/2009 0:00:00
1110,37.677300000000002,-121.529600000000000,0.125309676000000,2009-1-15T00:00:00.000Z,US-Dia,Diablo,1/15/2009 0:00:00
1111,35.971200000000003,-79.093400000000003,0.137914002000000,2009-1-15T00:00:00.000Z,US-Dk1,Duke Forest-open field,1/15/2009 0:00:00
1112,29.930000000000000,-98.010000000000005,0.077626489000000,2009-1-15T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,1/15/2009 0:00:00
1113,29.949500000000000,-97.996200000000002,0.031529047000000,2009-1-15T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,1/15/2009 0:00:00
1115,34.254700000000000,-89.873500000000007,0.199229240000000,2009-1-15T00:00:00.000Z,US-Goo,Goodwin Creek,1/15/2009 0:00:00
1118,39.056100000000001,-95.190700000000007,0.107194237000000,2009-1-15T00:00:00.000Z,US-KFS,Kansas Field Station,1/15/2009 0:00:00
1119,38.774500000000003,-97.568399999999997,0.084173307000000,2009-1-15T00:00:00.000Z,US-KLS,Kansas Land Institute,1/15/2009 0:00:00
1124,34.137700000000002,-101.478700000000000,0.010809114000000,2009-1-15T00:00:00.000Z,US-LGr,Lockney Grassland,1/15/2009 0:00:00
1126,39.877099999999999,-105.169000000000000,0.183458433000000,2009-1-15T00:00:00.000Z,US-RFE,RockyFlats - East site,1/15/2009 0:00:00
1127,39.875100000000003,-105.218400000000000,0.183458433000000,2009-1-15T00:00:00.000Z,US-RFW,RockyFlats - West site,1/15/2009 0:00:00
1128,33.736400000000003,-117.694700000000000,0.088063009000000,2009-1-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,1/15/2009 0:00:00
1129,42.069299999999998,-101.407200000000000,0.053682465000000,2009-1-15T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,1/15/2009 0:00:00
1132,38.037300000000002,-121.753699999999990,0.160265088000000,2009-1-15T00:00:00.000Z,US-Snd,Sherman Island,1/15/2009 0:00:00
1133,38.036900000000003,-121.754700000000000,0.160265088000000,2009-1-15T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,1/15/2009 0:00:00
1134,31.789400000000001,-110.827699999999990,0.043241557000000,2009-1-15T00:00:00.000Z,US-SRG,Santa Rita Grassland,1/15/2009 0:00:00
1135,31.821400000000001,-110.866100000000000,0.043241557000000,2009-1-15T00:00:00.000Z,US-SRM,Santa Rita Mesquite,1/15/2009 0:00:00
1136,38.431600000000003,-120.965999999999990,0.007571991000000,2009-1-15T00:00:00.000Z,US-Ton,Tonzi Ranch,1/15/2009 0:00:00
1137,38.413300000000000,-120.950700000000000,0.007571991000000,2009-1-15T00:00:00.000Z,US-Var,Vaira Ranch- Ione,1/15/2009 0:00:00
1138,31.736499999999999,-109.941900000000000,0.078324892000000,2009-1-15T00:00:00.000Z,US-Wkg,Walnut Gulch Kendall Grasslands,1/15/2009 0:00:00
1139,37.520800000000001,-96.855000000000004,0.041932315000000,2009-1-15T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),1/15/2009 0:00:00
1141,36.819299999999998,-97.819800000000001,0.155853987000000,2009-2-15T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,2/15/2009 0:00:00
1142,36.426699999999997,-99.420000000000002,0.047005169000000,2009-2-15T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,2/15/2009 0:00:00
1143,36.635800000000003,-99.597499999999997,0.091401197000000,2009-2-15T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,2/15/2009 0:00:00
1144,35.549700000000001,-98.040199999999999,0.098706849000000,2009-2-15T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,2/15/2009 0:00:00
1145,35.546500000000002,-98.040000000000006,0.098706849000000,2009-2-15T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,2/15/2009 0:00:00
1146,31.590699999999998,-110.510400000000000,0.089616060000000,2009-2-15T00:00:00.000Z,US-Aud,Audubon Research Ranch,2/15/2009 0:00:00
1147,44.345300000000002,-96.836200000000005,0.064718165000000,2009-2-15T00:00:00.000Z,US-Bkg,Brookings,2/15/2009 0:00:00
1148,39.216700000000003,-86.540599999999998,0.003991012000000,2009-2-15T00:00:00.000Z,US-BRG,Bayles Road Grassland Tower,2/15/2009 0:00:00
1149,39.063299999999998,-79.420800000000000,0.072461143000000,2009-2-15T00:00:00.000Z,US-CaV,Canaan Valley,2/15/2009 0:00:00
1153,37.677300000000002,-121.529600000000000,0.128505468000000,2009-2-15T00:00:00.000Z,US-Dia,Diablo,2/15/2009 0:00:00
1154,35.971200000000003,-79.093400000000003,0.048154071000000,2009-2-15T00:00:00.000Z,US-Dk1,Duke Forest-open field,2/15/2009 0:00:00
1155,29.930000000000000,-98.010000000000005,0.116883241000000,2009-2-15T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,2/15/2009 0:00:00
1156,29.949500000000000,-97.996200000000002,0.186168090000000,2009-2-15T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,2/15/2009 0:00:00
1157,35.445399999999999,-111.771800000000000,0.093492001000000,2009-2-15T00:00:00.000Z,US-Fwf,Flagstaff - Wildfire,2/15/2009 0:00:00
1158,34.254700000000000,-89.873500000000007,0.050780773000000,2009-2-15T00:00:00.000Z,US-Goo,Goodwin Creek,2/15/2009 0:00:00
1159,41.840600000000002,-88.241000000000000,0.010927024000000,2009-2-15T00:00:00.000Z,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),2/15/2009 0:00:00
1160,39.074500000000000,-96.595100000000002,0.113043815000000,2009-2-15T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),2/15/2009 0:00:00
1161,39.056100000000001,-95.190700000000007,0.046602901000000,2009-2-15T00:00:00.000Z,US-KFS,Kansas Field Station,2/15/2009 0:00:00
1162,38.774500000000003,-97.568399999999997,0.140513822000000,2009-2-15T00:00:00.000Z,US-KLS,Kansas Land Institute,2/15/2009 0:00:00
1163,42.437600000000003,-85.328800000000001,0.102795988000000,2009-2-15T00:00:00.000Z,US-KM1,KBS Marshall Farms Corn,2/15/2009 0:00:00
1164,42.444000000000003,-85.310400000000001,0.102795988000000,2009-2-15T00:00:00.000Z,US-KM2,KBS Marshall Farms Prairie,2/15/2009 0:00:00
1165,42.444000000000003,-85.309799999999996,0.102795988000000,2009-2-15T00:00:00.000Z,US-KM3,KBS Marshall Farms Switchgrass,2/15/2009 0:00:00
1166,39.082400000000000,-96.560299999999998,0.113043815000000,2009-2-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),2/15/2009 0:00:00
1167,44.994999999999997,-93.186300000000003,0.107946068000000,2009-2-15T00:00:00.000Z,US-KUT,KUOM Turfgrass Field,2/15/2009 0:00:00
1169,34.960400000000000,-97.978899999999996,0.049706541000000,2009-2-15T00:00:00.000Z,US-LWW,Little Washita Watershed,2/15/2009 0:00:00
1170,39.877099999999999,-105.169000000000000,0.130666345000000,2009-2-15T00:00:00.000Z,US-RFE,RockyFlats - East site,2/15/2009 0:00:00
1171,39.875100000000003,-105.218400000000000,0.130666345000000,2009-2-15T00:00:00.000Z,US-RFW,RockyFlats - West site,2/15/2009 0:00:00
1172,44.678100000000001,-93.072299999999998,0.107946068000000,2009-2-15T00:00:00.000Z,US-Ro4,Rosemount Prairie,2/15/2009 0:00:00
1173,33.736400000000003,-117.694700000000000,0.024015326000000,2009-2-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,2/15/2009 0:00:00
1176,36.933300000000003,-96.683300000000003,0.037969880000000,2009-2-15T00:00:00.000Z,US-Shd,Shidler- Oklahoma,2/15/2009 0:00:00
1177,38.037300000000002,-121.753699999999990,0.130883634000000,2009-2-15T00:00:00.000Z,US-Snd,Sherman Island,2/15/2009 0:00:00
1178,38.036900000000003,-121.754700000000000,0.130883634000000,2009-2-15T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,2/15/2009 0:00:00
1179,31.789400000000001,-110.827699999999990,0.089616060000000,2009-2-15T00:00:00.000Z,US-SRG,Santa Rita Grassland,2/15/2009 0:00:00
1180,31.821400000000001,-110.866100000000000,0.089616060000000,2009-2-15T00:00:00.000Z,US-SRM,Santa Rita Mesquite,2/15/2009 0:00:00
1181,38.431600000000003,-120.965999999999990,0.211170658000000,2009-2-15T00:00:00.000Z,US-Ton,Tonzi Ranch,2/15/2009 0:00:00
1182,38.413300000000000,-120.950700000000000,0.211170658000000,2009-2-15T00:00:00.000Z,US-Var,Vaira Ranch- Ione,2/15/2009 0:00:00
1183,31.736499999999999,-109.941900000000000,0.056118410000000,2009-2-15T00:00:00.000Z,US-Wkg,Walnut Gulch Kendall Grasslands,2/15/2009 0:00:00
1184,37.520800000000001,-96.855000000000004,0.052037369000000,2009-2-15T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),2/15/2009 0:00:00
1185,49.709299999999999,-112.940200000000000,0.108213879000000,2009-3-15T00:00:00.000Z,CA-Let,Alberta - Mixed Grass Prairie,3/15/2009 0:00:00
1186,36.819299999999998,-97.819800000000001,0.100313574000000,2009-3-15T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,3/15/2009 0:00:00
1187,36.426699999999997,-99.420000000000002,0.121966787000000,2009-3-15T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,3/15/2009 0:00:00
1188,36.635800000000003,-99.597499999999997,0.104141794000000,2009-3-15T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,3/15/2009 0:00:00
1189,35.549700000000001,-98.040199999999999,0.418682158000000,2009-3-15T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,3/15/2009 0:00:00
1190,35.546500000000002,-98.040000000000006,0.418682158000000,2009-3-15T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,3/15/2009 0:00:00
1191,31.590699999999998,-110.510400000000000,0.050108898000000,2009-3-15T00:00:00.000Z,US-Aud,Audubon Research Ranch,3/15/2009 0:00:00
1193,39.216700000000003,-86.540599999999998,0.105907097000000,2009-3-15T00:00:00.000Z,US-BRG,Bayles Road Grassland Tower,3/15/2009 0:00:00
1194,39.063299999999998,-79.420800000000000,0.020597272000000,2009-3-15T00:00:00.000Z,US-CaV,Canaan Valley,3/15/2009 0:00:00
1195,38.090000000000003,-109.390000000000000,0.002736304000000,2009-3-15T00:00:00.000Z,US-Cop,Corral Pocket,3/15/2009 0:00:00
1197,43.950000000000003,-101.846600000000000,0.081227824000000,2009-3-15T00:00:00.000Z,US-Ctn,Cottonwood,3/15/2009 0:00:00
1198,37.677300000000002,-121.529600000000000,0.374867588000000,2009-3-15T00:00:00.000Z,US-Dia,Diablo,3/15/2009 0:00:00
1199,35.971200000000003,-79.093400000000003,0.075253531000000,2009-3-15T00:00:00.000Z,US-Dk1,Duke Forest-open field,3/15/2009 0:00:00
1200,48.307699999999997,-105.101900000000000,0.028052188000000,2009-3-15T00:00:00.000Z,US-FPe,Fort Peck,3/15/2009 0:00:00
1201,29.930000000000000,-98.010000000000005,0.200009570000000,2009-3-15T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,3/15/2009 0:00:00
1202,29.949500000000000,-97.996200000000002,0.216557547000000,2009-3-15T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,3/15/2009 0:00:00
1203,35.445399999999999,-111.771800000000000,0.047670882000000,2009-3-15T00:00:00.000Z,US-Fwf,Flagstaff - Wildfire,3/15/2009 0:00:00
1204,34.254700000000000,-89.873500000000007,0.119800396000000,2009-3-15T00:00:00.000Z,US-Goo,Goodwin Creek,3/15/2009 0:00:00
1205,41.840600000000002,-88.241000000000000,0.030487414000000,2009-3-15T00:00:00.000Z,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),3/15/2009 0:00:00
1206,39.074500000000000,-96.595100000000002,0.134920612000000,2009-3-15T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),3/15/2009 0:00:00
1207,39.056100000000001,-95.190700000000007,0.085741989000000,2009-3-15T00:00:00.000Z,US-KFS,Kansas Field Station,3/15/2009 0:00:00
1208,38.774500000000003,-97.568399999999997,0.178944901000000,2009-3-15T00:00:00.000Z,US-KLS,Kansas Land Institute,3/15/2009 0:00:00
1209,42.437600000000003,-85.328800000000001,0.095230982000000,2009-3-15T00:00:00.000Z,US-KM1,KBS Marshall Farms Corn,3/15/2009 0:00:00
1210,42.444000000000003,-85.310400000000001,0.095230982000000,2009-3-15T00:00:00.000Z,US-KM2,KBS Marshall Farms Prairie,3/15/2009 0:00:00
1211,42.444000000000003,-85.309799999999996,0.095230982000000,2009-3-15T00:00:00.000Z,US-KM3,KBS Marshall Farms Switchgrass,3/15/2009 0:00:00
1212,39.082400000000000,-96.560299999999998,0.134920612000000,2009-3-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),3/15/2009 0:00:00
1214,34.137700000000002,-101.478700000000000,0.138292015000000,2009-3-15T00:00:00.000Z,US-LGr,Lockney Grassland,3/15/2009 0:00:00
1215,34.960400000000000,-97.978899999999996,0.224834070000000,2009-3-15T00:00:00.000Z,US-LWW,Little Washita Watershed,3/15/2009 0:00:00
1216,39.877099999999999,-105.169000000000000,0.109508574000000,2009-3-15T00:00:00.000Z,US-RFE,RockyFlats - East site,3/15/2009 0:00:00
1217,39.875100000000003,-105.218400000000000,0.109508574000000,2009-3-15T00:00:00.000Z,US-RFW,RockyFlats - West site,3/15/2009 0:00:00
1219,33.736400000000003,-117.694700000000000,0.279084414000000,2009-3-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,3/15/2009 0:00:00
1220,42.069299999999998,-101.407200000000000,0.183448642000000,2009-3-15T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,3/15/2009 0:00:00
1221,34.362299999999998,-106.701899999999990,0.089297459000000,2009-3-15T00:00:00.000Z,US-Seg,Sevilleta grassland,3/15/2009 0:00:00
1222,36.933300000000003,-96.683300000000003,0.114167102000000,2009-3-15T00:00:00.000Z,US-Shd,Shidler- Oklahoma,3/15/2009 0:00:00
1223,38.037300000000002,-121.753699999999990,0.339513063000000,2009-3-15T00:00:00.000Z,US-Snd,Sherman Island,3/15/2009 0:00:00
1224,38.036900000000003,-121.754700000000000,0.339513063000000,2009-3-15T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,3/15/2009 0:00:00
1225,31.789400000000001,-110.827699999999990,0.050108898000000,2009-3-15T00:00:00.000Z,US-SRG,Santa Rita Grassland,3/15/2009 0:00:00
1226,31.821400000000001,-110.866100000000000,0.050108898000000,2009-3-15T00:00:00.000Z,US-SRM,Santa Rita Mesquite,3/15/2009 0:00:00
1227,38.431600000000003,-120.965999999999990,0.396366000000000,2009-3-15T00:00:00.000Z,US-Ton,Tonzi Ranch,3/15/2009 0:00:00
1228,38.413300000000000,-120.950700000000000,0.396366000000000,2009-3-15T00:00:00.000Z,US-Var,Vaira Ranch- Ione,3/15/2009 0:00:00
1230,37.520800000000001,-96.855000000000004,0.172470167000000,2009-3-15T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),3/15/2009 0:00:00
1231,49.709299999999999,-112.940200000000000,0.010994780000000,2009-4-15T00:00:00.000Z,CA-Let,Alberta - Mixed Grass Prairie,4/15/2009 0:00:00
1234,36.819299999999998,-97.819800000000001,0.497129887000000,2009-4-15T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,4/15/2009 0:00:00
1235,36.426699999999997,-99.420000000000002,0.135227710000000,2009-4-15T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,4/15/2009 0:00:00
1236,36.635800000000003,-99.597499999999997,0.286487162000000,2009-4-15T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,4/15/2009 0:00:00
1237,35.549700000000001,-98.040199999999999,0.393027097000000,2009-4-15T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,4/15/2009 0:00:00
1238,35.546500000000002,-98.040000000000006,0.393027097000000,2009-4-15T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,4/15/2009 0:00:00
1240,44.345300000000002,-96.836200000000005,0.063626885000000,2009-4-15T00:00:00.000Z,US-Bkg,Brookings,4/15/2009 0:00:00
1241,39.216700000000003,-86.540599999999998,0.325342208000000,2009-4-15T00:00:00.000Z,US-BRG,Bayles Road Grassland Tower,4/15/2009 0:00:00
1242,39.063299999999998,-79.420800000000000,0.111556843000000,2009-4-15T00:00:00.000Z,US-CaV,Canaan Valley,4/15/2009 0:00:00
1244,40.815500000000000,-104.745600000000000,0.018768685000000,2009-4-15T00:00:00.000Z,US-CPR,NEON Central Plains Experimental Range (CPER),4/15/2009 0:00:00
1245,43.950000000000003,-101.846600000000000,0.026193118000000,2009-4-15T00:00:00.000Z,US-Ctn,Cottonwood,4/15/2009 0:00:00
1246,37.677300000000002,-121.529600000000000,0.347310424000000,2009-4-15T00:00:00.000Z,US-Dia,Diablo,4/15/2009 0:00:00
1247,35.971200000000003,-79.093400000000003,0.382835090000000,2009-4-15T00:00:00.000Z,US-Dk1,Duke Forest-open field,4/15/2009 0:00:00
1248,48.307699999999997,-105.101900000000000,0.075377993000000,2009-4-15T00:00:00.000Z,US-FPe,Fort Peck,4/15/2009 0:00:00
1249,29.930000000000000,-98.010000000000005,0.202746749000000,2009-4-15T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,4/15/2009 0:00:00
1250,29.949500000000000,-97.996200000000002,0.139930934000000,2009-4-15T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,4/15/2009 0:00:00
1251,35.445399999999999,-111.771800000000000,0.132591605000000,2009-4-15T00:00:00.000Z,US-Fwf,Flagstaff - Wildfire,4/15/2009 0:00:00
1252,34.254700000000000,-89.873500000000007,0.606228828000000,2009-4-15T00:00:00.000Z,US-Goo,Goodwin Creek,4/15/2009 0:00:00
1253,41.840600000000002,-88.241000000000000,0.129522011000000,2009-4-15T00:00:00.000Z,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),4/15/2009 0:00:00
1254,39.074500000000000,-96.595100000000002,0.135043129000000,2009-4-15T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),4/15/2009 0:00:00
